name,year,out,in,tot,tourn_type,tourn_year,hole,score,par,ob,water,side,rel_to_par
A356,9,60,59,119,sectionals,2016,1,7,5,TRUE,TRUE,front,2
A357,10,39,35,74,sectionals,2016,1,5,5,TRUE,TRUE,front,0
A358,12,38,43,81,sectionals,2016,1,5,5,TRUE,TRUE,front,0
A359,11,48,42,90,sectionals,2016,1,7,5,TRUE,TRUE,front,2
A360,10,55,47,102,sectionals,2016,1,6,5,TRUE,TRUE,front,1
A361,12,40,41,81,sectionals,2016,1,6,5,TRUE,TRUE,front,1
A362,11,37,45,82,sectionals,2016,1,5,5,TRUE,TRUE,front,0
A363,11,36,43,79,sectionals,2016,1,5,5,TRUE,TRUE,front,0
A364,12,43,44,87,sectionals,2016,1,7,5,TRUE,TRUE,front,2
A365,11,48,48,96,sectionals,2016,1,8,5,TRUE,TRUE,front,3
A366,11,47,52,99,sectionals,2016,1,7,5,TRUE,TRUE,front,2
A367,10,53,48,101,sectionals,2016,1,7,5,TRUE,TRUE,front,2
A368,9,47,48,95,sectionals,2016,1,7,5,TRUE,TRUE,front,2
A369,11,49,53,102,sectionals,2016,1,9,5,TRUE,TRUE,front,4
A370,11,50,55,105,sectionals,2016,1,7,5,TRUE,TRUE,front,2
A371,11,66,61,127,sectionals,2016,1,10,5,TRUE,TRUE,front,5
A372,11,42,39,81,sectionals,2016,1,5,5,TRUE,TRUE,front,0
A373,12,39,45,84,sectionals,2016,1,5,5,TRUE,TRUE,front,0
A374,11,43,42,85,sectionals,2016,1,6,5,TRUE,TRUE,front,1
A375,12,45,42,87,sectionals,2016,1,7,5,TRUE,TRUE,front,2
A376,11,45,45,90,sectionals,2016,1,6,5,TRUE,TRUE,front,1
A377,12,42,48,90,sectionals,2016,1,6,5,TRUE,TRUE,front,1
A378,11,49,43,92,sectionals,2016,1,6,5,TRUE,TRUE,front,1
A379,12,48,47,95,sectionals,2016,1,9,5,TRUE,TRUE,front,4
A380,12,48,48,96,sectionals,2016,1,9,5,TRUE,TRUE,front,4
A381,12,45,52,97,sectionals,2016,1,6,5,TRUE,TRUE,front,1
A382,12,54,55,109,sectionals,2016,1,8,5,TRUE,TRUE,front,3
A383,12,56,58,114,sectionals,2016,1,7,5,TRUE,TRUE,front,2
A384,12,46,48,94,regionals,2017,1,5,5,TRUE,TRUE,front,0
A385,12,53,39,92,regionals,2017,1,7,5,TRUE,TRUE,front,2
A386,11,49,54,103,regionals,2017,1,8,5,TRUE,TRUE,front,3
A387,12,47,50,97,regionals,2017,1,6,5,TRUE,TRUE,front,1
A388,12,39,40,79,regionals,2017,1,4,5,TRUE,TRUE,front,-1
A389,10,57,51,108,regionals,2017,1,6,5,TRUE,TRUE,front,1
A390,11,51,55,106,regionals,2017,1,8,5,TRUE,TRUE,front,3
A391,11,65,64,129,regionals,2017,1,13,5,TRUE,TRUE,front,8
A392,9,53,54,107,regionals,2017,1,5,5,TRUE,TRUE,front,0
A393,12,41,39,80,regionals,2017,1,6,5,TRUE,TRUE,front,1
A394,12,46,46,92,regionals,2017,1,6,5,TRUE,TRUE,front,1
A395,12,52,53,105,regionals,2017,1,6,5,TRUE,TRUE,front,1
A396,12,55,50,105,regionals,2017,1,7,5,TRUE,TRUE,front,2
A397,11,52,57,109,regionals,2017,1,5,5,TRUE,TRUE,front,0
A398,11,35,40,75,regionals,2017,1,4,5,TRUE,TRUE,front,-1
A399,10,50,48,98,regionals,2017,1,7,5,TRUE,TRUE,front,2
A400,9,48,59,107,regionals,2017,1,7,5,TRUE,TRUE,front,2
A401,10,61,57,118,regionals,2017,1,8,5,TRUE,TRUE,front,3
A402,11,41,44,85,regionals,2017,1,5,5,TRUE,TRUE,front,0
A403,12,46,45,91,regionals,2017,1,7,5,TRUE,TRUE,front,2
A404,11,48,48,96,regionals,2017,1,6,5,TRUE,TRUE,front,1
A405,11,53,50,103,regionals,2017,1,7,5,TRUE,TRUE,front,2
A406,11,55,59,114,regionals,2017,1,6,5,TRUE,TRUE,front,1
A407,12,52,51,103,regionals,2017,1,9,5,TRUE,TRUE,front,4
A408,11,60,74,134,regionals,2017,1,8,5,TRUE,TRUE,front,3
A409,10,56,54,110,regionals,2017,1,11,5,TRUE,TRUE,front,6
A410,10,68,59,127,regionals,2017,1,12,5,TRUE,TRUE,front,7
A411,12,45,44,89,regionals,2017,1,5,5,TRUE,TRUE,front,0
A412,12,43,41,84,regionals,2017,1,6,5,TRUE,TRUE,front,1
A413,12,62,58,120,regionals,2017,1,8,5,TRUE,TRUE,front,3
A414,11,53,51,104,regionals,2017,1,8,5,TRUE,TRUE,front,3
A415,9,83,72,155,regionals,2017,1,18,5,TRUE,TRUE,front,13
A416,12,43,44,87,regionals,2017,1,5,5,TRUE,TRUE,front,0
A417,11,42,43,85,regionals,2017,1,6,5,TRUE,TRUE,front,1
A418,11,51,48,99,regionals,2017,1,8,5,TRUE,TRUE,front,3
A419,10,44,46,90,regionals,2017,1,7,5,TRUE,TRUE,front,2
A420,10,46,44,90,regionals,2017,1,5,5,TRUE,TRUE,front,0
A421,10,45,44,89,regionals,2017,1,7,5,TRUE,TRUE,front,2
A422,12,46,42,88,regionals,2017,1,5,5,TRUE,TRUE,front,0
A423,11,55,48,103,regionals,2017,1,6,5,TRUE,TRUE,front,1
A424,9,47,53,100,regionals,2017,1,7,5,TRUE,TRUE,front,2
A425,9,52,57,109,regionals,2017,1,5,5,TRUE,TRUE,front,0
A426,12,44,48,92,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A427,11,59,52,111,sectionals,2018,1,11,5,TRUE,TRUE,front,6
A428,12,50,50,100,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A429,9,61,59,120,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A430,11,76,75,151,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A431,11,44,46,90,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A432,10,50,51,101,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A433,10,56,49,105,sectionals,2018,1,10,5,TRUE,TRUE,front,5
A434,10,54,56,110,sectionals,2018,1,9,5,TRUE,TRUE,front,4
A435,11,54,50,104,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A436,12,60,55,115,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A437,11,59,53,112,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A438,11,49,48,97,sectionals,2018,1,10,5,TRUE,TRUE,front,5
A439,12,70,65,135,sectionals,2018,1,10,5,TRUE,TRUE,front,5
A440,12,40,40,80,sectionals,2018,1,5,5,TRUE,TRUE,front,0
A441,12,60,52,112,sectionals,2018,1,9,5,TRUE,TRUE,front,4
A442,11,48,46,94,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A443,10,55,59,114,sectionals,2018,1,9,5,TRUE,TRUE,front,4
A444,12,56,58,114,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A445,10,50,44,94,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A446,11,47,50,97,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A447,12,53,50,103,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A448,12,57,62,119,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A449,12,55,58,113,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A450,12,49,45,94,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A451,12,55,65,120,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A452,11,51,47,98,sectionals,2018,1,10,5,TRUE,TRUE,front,5
A453,11,44,48,92,sectionals,2018,1,5,5,TRUE,TRUE,front,0
A454,10,56,55,111,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A455,12,40,39,79,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A456,12,47,50,97,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A457,12,44,45,89,sectionals,2018,1,5,5,TRUE,TRUE,front,0
A458,12,51,53,104,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A459,10,50,50,100,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A460,12,43,43,86,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A461,10,46,48,94,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A462,11,46,49,95,sectionals,2018,1,5,5,TRUE,TRUE,front,0
A463,12,50,45,95,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A464,11,40,39,79,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A465,12,42,39,81,sectionals,2018,1,5,5,TRUE,TRUE,front,0
A466,12,51,47,98,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A467,10,65,51,116,sectionals,2018,1,9,5,TRUE,TRUE,front,4
A468,12,50,51,101,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A469,11,41,46,87,sectionals,2018,1,4,5,TRUE,TRUE,front,-1
A470,12,44,45,89,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A471,12,38,45,83,sectionals,2018,1,5,5,TRUE,TRUE,front,0
A472,11,43,41,84,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A473,11,45,46,91,sectionals,2018,1,5,5,TRUE,TRUE,front,0
A474,12,38,35,73,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A475,9,36,38,74,sectionals,2018,1,5,5,TRUE,TRUE,front,0
A476,11,43,45,88,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A477,11,63,54,117,sectionals,2018,1,9,5,TRUE,TRUE,front,4
A478,10,52,50,102,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A479,11,42,44,86,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A480,9,45,45,90,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A481,12,46,45,91,sectionals,2018,1,5,5,TRUE,TRUE,front,0
A482,12,42,50,92,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A483,12,49,46,95,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A484,11,49,48,97,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A485,12,52,46,98,sectionals,2018,1,11,5,TRUE,TRUE,front,6
A486,12,52,47,99,sectionals,2018,1,9,5,TRUE,TRUE,front,4
A487,11,50,51,101,sectionals,2018,1,6,5,TRUE,TRUE,front,1
A488,9,55,52,107,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A489,11,58,51,109,sectionals,2018,1,8,5,TRUE,TRUE,front,3
A490,10,53,57,110,sectionals,2018,1,4,5,TRUE,TRUE,front,-1
A491,12,54,58,112,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A492,9,62,55,117,sectionals,2018,1,7,5,TRUE,TRUE,front,2
A493,12,69,70,139,sectionals,2018,1,9,5,TRUE,TRUE,front,4
A1,12,45,46,91,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A2,12,41,46,87,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A3,12,49,52,101,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A4,11,51,45,96,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A5,11,51,64,115,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A6,11,41,44,85,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A7,11,47,47,94,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A8,12,50,46,96,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A9,9,49,57,106,sectionals,2011,2,7,4,FALSE,TRUE,front,3
A10,12,53,50,103,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A11,11,43,44,87,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A12,10,47,52,99,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A13,12,52,48,100,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A14,12,44,48,92,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A15,11,57,52,109,sectionals,2011,2,7,4,FALSE,TRUE,front,3
A16,10,46,47,93,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A17,10,55,51,106,sectionals,2011,2,7,4,FALSE,TRUE,front,3
A18,11,53,62,115,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A19,12,46,53,99,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A20,9,49,43,92,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A21,12,42,45,87,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A22,11,45,49,94,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A23,11,46,53,99,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A24,10,50,47,97,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A25,10,45,47,92,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A26,12,50,47,97,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A27,12,41,44,85,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A28,12,53,45,98,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A29,9,47,47,94,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A30,9,45,46,91,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A31,11,44,44,88,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A32,12,43,53,96,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A33,10,50,54,104,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A34,11,49,46,95,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A35,11,55,54,109,sectionals,2011,2,7,4,FALSE,TRUE,front,3
A36,10,48,48,96,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A37,12,45,51,96,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A38,12,49,50,99,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A39,10,50,50,100,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A40,11,58,49,107,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A41,12,48,45,93,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A42,12,41,39,80,sectionals,2011,2,3,4,FALSE,TRUE,front,-1
A43,12,45,46,91,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A44,11,45,48,93,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A45,12,43,47,90,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A46,12,53,51,104,sectionals,2011,2,8,4,FALSE,TRUE,front,4
A47,12,40,47,87,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A48,12,41,42,83,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A49,12,50,44,94,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A50,11,46,47,93,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A51,12,53,49,102,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A52,11,61,50,111,sectionals,2011,2,9,4,FALSE,TRUE,front,5
A53,11,51,48,99,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A54,11,56,46,102,sectionals,2011,2,7,4,FALSE,TRUE,front,3
A55,9,60,58,118,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A56,12,34,41,75,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A57,11,44,59,103,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A58,10,47,48,95,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A59,10,48,50,98,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A60,12,50,57,107,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A61,12,39,42,81,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A62,9,43,41,84,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A63,11,44,42,86,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A64,11,42,44,86,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A65,12,43,45,88,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A66,11,47,41,88,sectionals,2011,2,7,4,FALSE,TRUE,front,3
A67,12,45,44,89,sectionals,2011,2,7,4,FALSE,TRUE,front,3
A68,11,46,45,91,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A69,11,47,48,95,sectionals,2011,2,6,4,FALSE,TRUE,front,2
A70,11,45,51,96,sectionals,2011,2,4,4,FALSE,TRUE,front,0
A71,11,49,54,103,sectionals,2011,2,5,4,FALSE,TRUE,front,1
A72,11,46,44,90,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A73,12,45,50,95,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A74,12,49,54,103,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A75,10,52,47,99,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A76,11,49,45,94,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A77,12,56,52,108,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A78,12,47,47,94,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A79,12,49,56,105,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A80,12,61,48,109,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A81,10,61,58,119,sectionals,2012,2,8,4,FALSE,TRUE,front,4
A82,12,49,40,89,sectionals,2012,2,4,4,FALSE,TRUE,front,0
A83,12,46,46,92,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A84,11,40,44,84,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A85,11,43,44,87,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A86,10,48,49,97,sectionals,2012,2,7,4,FALSE,TRUE,front,3
A87,11,44,53,97,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A88,10,46,40,86,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A89,10,43,45,88,sectionals,2012,2,4,4,FALSE,TRUE,front,0
A90,9,48,45,93,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A91,10,50,53,103,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A92,12,42,41,83,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A93,11,47,41,88,sectionals,2012,2,4,4,FALSE,TRUE,front,0
A94,11,57,59,116,sectionals,2012,2,7,4,FALSE,TRUE,front,3
A95,12,60,57,117,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A96,11,58,59,117,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A97,12,47,43,90,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A98,11,43,50,93,sectionals,2012,2,4,4,FALSE,TRUE,front,0
A99,10,46,47,93,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A100,12,48,50,98,sectionals,2012,2,8,4,FALSE,TRUE,front,4
A101,10,45,45,90,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A102,11,45,50,95,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A103,12,49,51,100,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A104,11,39,44,83,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A105,11,55,47,102,sectionals,2012,2,7,4,FALSE,TRUE,front,3
A106,10,65,68,133,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A107,11,45,45,90,sectionals,2012,2,3,4,FALSE,TRUE,front,-1
A108,11,47,43,90,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A109,11,45,45,90,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A110,12,60,56,116,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A111,12,54,58,112,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A112,12,43,44,87,sectionals,2012,2,4,4,FALSE,TRUE,front,0
A113,11,48,45,93,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A114,10,46,45,91,sectionals,2012,2,4,4,FALSE,TRUE,front,0
A115,9,48,42,90,sectionals,2012,2,4,4,FALSE,TRUE,front,0
A116,9,48,46,94,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A117,12,42,39,81,sectionals,2012,2,4,4,FALSE,TRUE,front,0
A118,9,51,49,100,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A119,9,48,46,94,sectionals,2012,2,7,4,FALSE,TRUE,front,3
A120,10,41,46,87,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A121,11,46,51,97,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A122,12,50,43,93,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A123,12,44,42,86,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A124,9,53,52,105,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A125,11,46,48,94,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A126,9,47,55,102,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A127,12,42,42,84,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A128,12,41,46,87,sectionals,2012,2,4,4,FALSE,TRUE,front,0
A129,10,49,49,98,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A130,9,45,43,88,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A131,9,52,56,108,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A132,12,39,43,82,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A133,12,41,44,85,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A134,12,45,45,90,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A135,9,43,49,92,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A136,12,48,46,94,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A137,12,47,47,94,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A138,12,49,48,97,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A139,12,54,47,101,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A140,11,51,51,102,sectionals,2012,2,5,4,FALSE,TRUE,front,1
A141,10,53,50,103,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A142,10,53,53,106,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A143,11,64,71,135,sectionals,2012,2,6,4,FALSE,TRUE,front,2
A144,12,39,39,78,regionals,2013,2,4,4,FALSE,TRUE,front,0
A145,12,43,44,87,regionals,2013,2,6,4,FALSE,TRUE,front,2
A146,12,41,44,85,regionals,2013,2,4,4,FALSE,TRUE,front,0
A147,10,51,55,106,regionals,2013,2,5,4,FALSE,TRUE,front,1
A148,9,49,54,103,regionals,2013,2,4,4,FALSE,TRUE,front,0
A149,11,49,55,104,regionals,2013,2,5,4,FALSE,TRUE,front,1
A150,9,55,55,110,regionals,2013,2,6,4,FALSE,TRUE,front,2
A151,11,49,52,101,regionals,2013,2,5,4,FALSE,TRUE,front,1
A152,10,51,54,105,regionals,2013,2,5,4,FALSE,TRUE,front,1
A153,10,58,61,119,regionals,2013,2,6,4,FALSE,TRUE,front,2
A154,12,34,37,71,regionals,2013,2,3,4,FALSE,TRUE,front,-1
A155,11,38,43,81,regionals,2013,2,5,4,FALSE,TRUE,front,1
A156,12,43,44,87,regionals,2013,2,5,4,FALSE,TRUE,front,1
A157,11,42,41,83,regionals,2013,2,5,4,FALSE,TRUE,front,1
A158,11,43,47,90,regionals,2013,2,4,4,FALSE,TRUE,front,0
A159,10,43,49,92,regionals,2013,2,4,4,FALSE,TRUE,front,0
A160,12,48,50,98,regionals,2013,2,6,4,FALSE,TRUE,front,2
A161,9,41,43,84,regionals,2013,2,4,4,FALSE,TRUE,front,0
A162,10,52,47,99,regionals,2013,2,6,4,FALSE,TRUE,front,2
A163,11,55,63,118,regionals,2013,2,7,4,FALSE,TRUE,front,3
A164,9,45,45,90,regionals,2013,2,5,4,FALSE,TRUE,front,1
A165,12,43,50,93,regionals,2013,2,5,4,FALSE,TRUE,front,1
A166,10,47,49,96,regionals,2013,2,5,4,FALSE,TRUE,front,1
A167,11,50,52,102,regionals,2013,2,5,4,FALSE,TRUE,front,1
A168,12,49,55,104,regionals,2013,2,6,4,FALSE,TRUE,front,2
A169,12,45,46,91,regionals,2013,2,7,4,FALSE,TRUE,front,3
A170,11,43,51,94,regionals,2013,2,5,4,FALSE,TRUE,front,1
A171,11,43,40,83,regionals,2013,2,7,4,FALSE,TRUE,front,3
A172,10,45,49,94,regionals,2013,2,5,4,FALSE,TRUE,front,1
A173,9,47,41,88,regionals,2013,2,6,4,FALSE,TRUE,front,2
A174,11,36,35,71,regionals,2013,2,4,4,FALSE,TRUE,front,0
A175,11,32,39,71,regionals,2013,2,4,4,FALSE,TRUE,front,0
A176,11,41,39,80,regionals,2013,2,4,4,FALSE,TRUE,front,0
A177,11,42,51,93,regionals,2013,2,5,4,FALSE,TRUE,front,1
A178,11,50,47,97,regionals,2013,2,6,4,FALSE,TRUE,front,2
A179,11,39,47,86,regionals,2013,2,5,4,FALSE,TRUE,front,1
A180,10,38,48,86,regionals,2013,2,5,4,FALSE,TRUE,front,1
A181,10,46,49,95,regionals,2013,2,4,4,FALSE,TRUE,front,0
A182,12,44,52,96,regionals,2013,2,7,4,FALSE,TRUE,front,3
A183,10,47,44,91,regionals,2013,2,4,4,FALSE,TRUE,front,0
A184,12,49,52,101,regionals,2013,2,6,4,FALSE,TRUE,front,2
A185,12,48,54,102,regionals,2013,2,4,4,FALSE,TRUE,front,0
A186,12,48,50,98,regionals,2013,2,6,4,FALSE,TRUE,front,2
A187,10,49,50,99,regionals,2013,2,5,4,FALSE,TRUE,front,1
A188,11,48,49,97,regionals,2013,2,4,4,FALSE,TRUE,front,0
A189,11,51,53,104,regionals,2013,2,5,4,FALSE,TRUE,front,1
A190,11,43,51,94,regionals,2013,2,6,4,FALSE,TRUE,front,2
A191,11,66,57,123,regionals,2013,2,8,4,FALSE,TRUE,front,4
A192,9,60,54,114,regionals,2013,2,7,4,FALSE,TRUE,front,3
A193,9,53,62,115,regionals,2013,2,6,4,FALSE,TRUE,front,2
A194,11,40,50,90,regionals,2014,2,4,4,FALSE,TRUE,front,0
A195,12,54,52,106,regionals,2014,2,5,4,FALSE,TRUE,front,1
A196,12,50,54,104,regionals,2014,2,6,4,FALSE,TRUE,front,2
A197,11,52,53,105,regionals,2014,2,4,4,FALSE,TRUE,front,0
A198,9,56,51,107,regionals,2014,2,6,4,FALSE,TRUE,front,2
A199,12,55,55,110,regionals,2014,2,6,4,FALSE,TRUE,front,2
A200,12,61,55,116,regionals,2014,2,4,4,FALSE,TRUE,front,0
A201,9,51,54,105,regionals,2014,2,5,4,FALSE,TRUE,front,1
A202,10,47,58,105,regionals,2014,2,6,4,FALSE,TRUE,front,2
A203,10,58,51,109,regionals,2014,2,7,4,FALSE,TRUE,front,3
A204,10,41,46,87,regionals,2014,2,4,4,FALSE,TRUE,front,0
A205,12,37,47,84,regionals,2014,2,6,4,FALSE,TRUE,front,2
A206,12,43,55,98,regionals,2014,2,4,4,FALSE,TRUE,front,0
A207,10,54,48,102,regionals,2014,2,8,4,FALSE,TRUE,front,4
A208,9,55,56,111,regionals,2014,2,6,4,FALSE,TRUE,front,2
A209,11,49,45,94,regionals,2014,2,7,4,FALSE,TRUE,front,3
A210,11,51,55,106,regionals,2014,2,5,4,FALSE,TRUE,front,1
A211,9,55,62,117,regionals,2014,2,8,4,FALSE,TRUE,front,4
A212,12,58,64,122,regionals,2014,2,6,4,FALSE,TRUE,front,2
A213,10,38,40,78,regionals,2014,2,4,4,FALSE,TRUE,front,0
A214,11,40,44,84,regionals,2014,2,5,4,FALSE,TRUE,front,1
A215,12,48,51,99,regionals,2014,2,5,4,FALSE,TRUE,front,1
A216,11,45,55,100,regionals,2014,2,5,4,FALSE,TRUE,front,1
A217,10,49,48,97,regionals,2014,2,7,4,FALSE,TRUE,front,3
A218,11,45,45,90,regionals,2014,2,7,4,FALSE,TRUE,front,3
A219,11,59,68,127,regionals,2014,2,6,4,FALSE,TRUE,front,2
A220,11,65,71,136,regionals,2014,2,5,4,FALSE,TRUE,front,1
A221,9,64,59,123,regionals,2014,2,6,4,FALSE,TRUE,front,2
A222,10,44,41,85,regionals,2014,2,5,4,FALSE,TRUE,front,1
